#! FIELDS cyl.z file.free uncertainty
#! SET sample_size 14997
#! SET effective_sample_size 68.218
#! SET fundeltaF 12.8108
#! SET blocks_num 3
#! SET blocks_effective_num 1.42272
#! SET min_cyl.z 0.3
#! SET max_cyl.z 1.8
#! SET nbins_cyl.z 201
#! SET periodic_cyl.z false
    0.300000    608.806568     8.150081
    0.307500    571.419208     8.150081
    0.315000    535.434821     8.150081
    0.322500    500.853383     8.150081
    0.330000    467.674860     8.150081
    0.337500    435.899213     8.150081
    0.345000    405.526391     8.150081
    0.352500    376.556327     8.150081
    0.360000    348.988941     8.150081
    0.367500    322.824126     8.150081
    0.375000    298.061750     8.150081
    0.382500    274.701645     8.150081
    0.390000    252.743599     8.150081
    0.397500    232.187344     8.150081
    0.405000    213.032541     8.150081
    0.412500    195.278766     8.150081
    0.420000    178.925487     8.150081
    0.427500    163.972039     8.150081
    0.435000    150.417595     8.150081
    0.442500    138.261136     8.150081
    0.450000    127.501409     8.150081
    0.457500    118.136895     8.150081
    0.465000    110.165750     8.150081
    0.472500    103.585707     8.150081
    0.480000     98.393608     8.150081
    0.487500     94.582915     8.150081
    0.495000     92.129280     8.150081
    0.502500     90.902763     8.150081
    0.510000     90.144816     8.150081
    0.517500     87.519311     8.150076
    0.525000     83.064638     8.149725
    0.532500     78.914972     8.133373
    0.540000     75.640266     7.513627
    0.547500     70.686195     1.075614
    0.555000     61.897614     1.546725
    0.562500     53.726413     1.652027
    0.570000     46.888020     1.653076
    0.577500     41.378664     1.649338
    0.585000     37.146348     1.640141
    0.592500     34.086640     1.605742
    0.600000     31.968019     1.481304
    0.607500     30.255683     1.200328
    0.615000     28.031865     1.079292
    0.622500     24.992097     1.341320
    0.630000     21.919339     1.520987
    0.637500     19.273924     1.558410
    0.645000     16.910649     1.598777
    0.652500     14.511352     1.683506
    0.660000     12.228470     1.744133
    0.667500     10.516187     1.767563
    0.675000      9.462383     1.775387
    0.682500      8.792753     1.776846
    0.690000      8.232788     1.767177
    0.697500      7.655202     1.733351
    0.705000      6.922409     1.680763
    0.712500      5.792187     1.654844
    0.720000      4.433153     1.665740
    0.727500      3.413147     1.665239
    0.735000      2.951613     1.617598
    0.742500      2.890293     1.511102
    0.750000      2.851728     1.398020
    0.757500      2.496554     1.359821
    0.765000      2.055208     1.351622
    0.772500      1.879713     1.303080
    0.780000      1.988518     1.199924
    0.787500      2.229522     1.055658
    0.795000      2.338863     0.888446
    0.802500      2.108483     0.694655
    0.810000      1.557885     0.563460
    0.817500      0.888179     0.537078
    0.825000      0.358788     0.414462
    0.832500      0.037318     0.132012
    0.840000      0.000000     0.185094
    0.847500      0.370630     0.489823
    0.855000      0.975144     0.803971
    0.862500      1.549427     1.014467
    0.870000      2.033248     1.193253
    0.877500      2.408306     1.551415
    0.885000      2.844129     2.106296
    0.892500      3.353030     2.625207
    0.900000      3.708356     2.692465
    0.907500      4.077129     2.466659
    0.915000      4.697147     2.478493
    0.922500      5.393607     2.813979
    0.930000      5.953399     2.814036
    0.937500      6.578171     2.265005
    0.945000      7.483718     1.866274
    0.952500      8.331081     2.182058
    0.960000      8.559449     2.611910
    0.967500      8.480166     2.839760
    0.975000      8.578259     3.373899
    0.982500      9.021435     4.033517
    0.990000      9.766671     4.165258
    0.997500     10.637859     3.449308
    1.005000     11.504485     2.540915
    1.012500     12.310602     2.129220
    1.020000     13.037670     1.986967
    1.027500     13.641035     1.791862
    1.035000     14.115682     1.691635
    1.042500     14.600325     1.684153
    1.050000     15.253901     1.882146
    1.057500     16.053590     2.931918
    1.065000     16.617221     4.154250
    1.072500     16.731129     4.381685
    1.080000     16.850232     4.483730
    1.087500     17.281433     5.840578
    1.095000     17.838357     8.686936
    1.102500     18.278183    11.025550
    1.110000     18.653731    12.160117
    1.117500     19.063891    14.509057
    1.125000     19.512952    20.260423
    1.132500     19.976507    28.197416
    1.140000     20.420683    33.092882
    1.147500     20.796739    32.578139
    1.155000     21.093153    32.409465
    1.162500     21.397510    36.528938
    1.170000     21.814886    41.804618
    1.177500     22.337599    48.103851
    1.185000     22.883843    62.422086
    1.192500     23.325116    87.364285
    1.200000     23.544451   109.940844
    1.207500     23.742205   123.088609
    1.215000     24.167717   134.230994
    1.222500     24.697444   142.846336
    1.230000     25.022274   145.449705
    1.237500     25.089950   152.869185
    1.245000     25.013129   175.222823
    1.252500     24.790248   209.023098
    1.260000     24.569217   235.249341
    1.267500     24.708963   241.860859
    1.275000     25.312118   229.905731
    1.282500     25.981343   205.929828
    1.290000     26.245810   180.256516
    1.297500     26.205425   155.983247
    1.305000     26.173140   140.466513
    1.312500     26.209171   141.079043
    1.320000     26.202128   151.758310
    1.327500     26.157999   159.238681
    1.335000     26.184022   154.570369
    1.342500     26.209158   137.946286
    1.350000     26.106973   132.694364
    1.357500     26.068907   155.016278
    1.365000     26.348001   188.829272
    1.372500     26.855455   217.130782
    1.380000     27.258116   234.167243
    1.387500     27.466988   240.621716
    1.395000     27.657419   240.460725
    1.402500     27.945134   234.713960
    1.410000     28.185422   231.385771
    1.417500     28.135145   249.310775
    1.425000     27.940366   275.835677
    1.432500     27.878489   288.102807
    1.440000     27.991437   284.650905
    1.447500     28.207294   275.927475
    1.455000     28.322681   272.338614
    1.462500     28.123495   275.231483
    1.470000     27.907482   274.071895
    1.477500     28.006499   264.535888
    1.485000     28.209521   254.596673
    1.492500     28.142121   256.838147
    1.500000     27.926258   265.938714
    1.507500     27.832382   267.906319
    1.515000     27.886756   259.245042
    1.522500     28.025767   250.336968
    1.530000     28.208969   242.924664
    1.537500     28.315904   234.274823
    1.545000     28.297573   230.841029
    1.552500     28.259189   222.355395
    1.560000     28.191423   202.240555
    1.567500     27.991644   189.437857
    1.575000     27.684299   190.261610
    1.582500     27.429719   193.439499
    1.590000     27.419490   196.300984
    1.597500     27.700649   199.908590
    1.605000     27.996285   202.994733
    1.612500     27.981705   200.985563
    1.620000     27.742015   189.279424
    1.627500     27.497368   173.181900
    1.635000     27.350803   167.600364
    1.642500     27.309446   179.000905
    1.650000     27.424789   193.640159
    1.657500     27.757104   197.795913
    1.665000     28.128272   193.760310
    1.672500     28.291165   187.072247
    1.680000     28.268150   170.453421
    1.687500     28.181208   145.783157
    1.695000     28.144561   135.341425
    1.702500     28.209434   145.868201
    1.710000     28.182330   160.451971
    1.717500     27.957956   167.954504
    1.725000     27.770491   168.498240
    1.732500     27.707115   159.517959
    1.740000     27.646912   150.532504
    1.747500     27.614877   155.695236
    1.755000     27.705192   168.341476
    1.762500     27.823840   171.868720
    1.770000     27.786518   167.701595
    1.777500     27.661174   168.103363
    1.785000     27.652221   169.154988
    1.792500     27.740724   167.905430
    1.800000     27.847267   171.446045
